httptcocfzdjmnui 0.00011015642211940955639409844835086005332414060831069946289062500000000000000000 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000
skill 0.00077109495483586689475868913845602037326898425817489624023437500000000000000000 0.00017969451931716082541609647016400685970438644289970397949218750000000000000000
irrop 0.00011015642211940955639409844835086005332414060831069946289062500000000000000000 0.00017969451931716082541609647016400685970438644289970397949218750000000000000000
honesti 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000 0.00017969451931716082541609647016400685970438644289970397949218750000000000000000
bwiairport 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000 0.00053908355795148253045839803476724227948579937219619750976562500000000000000000
serenitynow 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000 0.00017969451931716082541609647016400685970438644289970397949218750000000000000000
httptcozdkxnktou 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000 0.00017969451931716082541609647016400685970438644289970397949218750000000000000000
businessfirst 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000 0.00035938903863432165083219294032801371940877288579940795898437500000000000000000
ambassador 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000 0.00017969451931716082541609647016400685970438644289970397949218750000000000000000
nolov 0.00033046926635822866918229534505258015997242182493209838867187500000000000000000 0.00017969451931716082541609647016400685970438644289970397949218750000000000000000
httptcoqdebyahqfm 0.00011015642211940955639409844835086005332414060831069946289062500000000000000000 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000
fail 0.01498127340823970053695912696412051445804536342620849609375000000000000000000000 0.00089847259658580418129059097509525599889457225799560546875000000000000000000000
yuck 0.00022031284423881911278819689670172010664828121662139892578125000000000000000000 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000
test 0.00033046926635822866918229534505258015997242182493209838867187500000000000000000 0.00071877807726864330166438588065602743881754577159881591796875000000000000000000
didntbut 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000 0.00017969451931716082541609647016400685970438644289970397949218750000000000000000
httptcodajwzhlvyu 0.00011015642211940955639409844835086005332414060831069946289062500000000000000000 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000
fair 0.00187265917602996256711989087051506430725567042827606201171875000000000000000000 0.00125786163522012572370256666687282631755806505680084228515625000000000000000000
loweredexpect 0.00011015642211940955639409844835086005332414060831069946289062500000000000000000 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000
httptcohuclxluvh 0.00011015642211940955639409844835086005332414060831069946289062500000000000000000 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000
lostluggag 0.00044062568847763822557639379340344021329656243324279785156250000000000000000000 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000
christin 0.00011015642211940955639409844835086005332414060831069946289062500000000000000000 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000
apollochplay 0.00011015642211940955639409844835086005332414060831069946289062500000000000000000 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000
httptcoslbdrxfn 0.00011015642211940955639409844835086005332414060831069946289062500000000000000000 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000
neverflyvirgin 0.00011015642211940955639409844835086005332414060831069946289062500000000000000000 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000
cnext 0.00011015642211940955639409844835086005332414060831069946289062500000000000000000 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000
monetari 0.00011015642211940955639409844835086005332414060831069946289062500000000000000000 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000
toyingwithouremot 0.00011015642211940955639409844835086005332414060831069946289062500000000000000000 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000
swrr 0.00011015642211940955639409844835086005332414060831069946289062500000000000000000 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000
snowi 0.00033046926635822866918229534505258015997242182493209838867187500000000000000000 0.00035938903863432165083219294032801371940877288579940795898437500000000000000000
peanut 0.00055078211059704778197049224175430026662070304155349731445312500000000000000000 0.00107816711590296506091679606953448455897159874439239501953125000000000000000000
languag 0.00022031284423881911278819689670172010664828121662139892578125000000000000000000 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000
edgi 0.00011015642211940955639409844835086005332414060831069946289062500000000000000000 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000
safeti 0.00198281559814937223193420656741636776132509112358093261718750000000000000000000 0.00359389038634321672516236390038102399557828903198242187500000000000000000000000
acknowledg 0.00055078211059704778197049224175430026662070304155349731445312500000000000000000 0.00053908355795148253045839803476724227948579937219619750976562500000000000000000
